"date","state","fips","positive","negative","pending","total","totalTestResults","negativeIncrease","positiveIncrease","totalTestResultsIncrease"
20200512,"TX","48297","","","",100,100,"","",17
20200513,"TX","48297","","","",107,107,"","",7
20200514,"TX","48297","","","",111,111,"","",4
20200515,"TX","48297","","","",113,113,"","",2
20200516,"TX","48297","","","",114,114,"","",1
20200517,"TX","48297","","","",115,115,"","",1
20200518,"TX","48297","","","",120,120,"","",5
20200519,"TX","48297","","","",124,124,"","",4
20200520,"TX","48297","","","",124,124,"","",0
20200521,"TX","48297","","","",125,125,"","",1
20200522,"TX","48297","","","",140,140,"","",15
20200524,"TX","48297","","","",140,140,"","",0
20200525,"TX","48297","","","",145,145,"","",5
20200526,"TX","48297","","","",181,181,"","",36
20200527,"TX","48297","","","",254,254,"","",73
20200528,"TX","48297","","","",292,292,"","",38
20200529,"TX","48297","","","",292,292,"","",0
20200530,"TX","48297","","","",292,292,"","",0
20200531,"TX","48297","","","",294,294,"","",2
20200601,"TX","48297","","","",282,282,"","",-12
20200602,"TX","48297","","","",283,283,"","",1
20200603,"TX","48297","","","",284,284,"","",1
20200604,"TX","48297","","","",310,310,"","",26
20200605,"TX","48297","","","",310,310,"","",0
20200606,"TX","48297","","","",311,311,"","",1
20200607,"TX","48297","","","",317,317,"","",6
20200608,"TX","48297","","","",321,321,"","",4
20200609,"TX","48297","","","",329,329,"","",8
20200611,"TX","48297","","","",331,331,"","",2
20200612,"TX","48297","","","",346,346,"","",15
20200613,"TX","48297","","","",348,348,"","",2
20200614,"TX","48297","","","",349,349,"","",1
20200615,"TX","48297","","","",351,351,"","",2
20200616,"TX","48297","","","",354,354,"","",3
20200617,"TX","48297","","","",356,356,"","",2
20200618,"TX","48297","","","",367,367,"","",11
20200619,"TX","48297","","","",372,372,"","",5
20200620,"TX","48297","","","",380,380,"","",8
20200621,"TX","48297","","","",390,390,"","",10
20200622,"TX","48297","","","",391,391,"","",1
20200623,"TX","48297","","","",411,411,"","",20
20200624,"TX","48297","","","",411,411,"","",0
20200625,"TX","48297","","","",411,411,"","",0
20200626,"TX","48297","","","",419,419,"","",8
20200627,"TX","48297","","","",429,429,"","",10
20200628,"TX","48297","","","",458,458,"","",29
20200629,"TX","48297","","","",466,466,"","",8
20200630,"TX","48297","","","",469,469,"","",3
20200701,"TX","48297","","","",474,474,"","",5
20200702,"TX","48297","","","",495,495,"","",21
20200703,"TX","48297","","","",500,500,"","",5
20200704,"TX","48297","","","",513,513,"","",13
20200705,"TX","48297","","","",518,518,"","",5
20200706,"TX","48297","","","",534,534,"","",16
20200707,"TX","48297","","","",672,672,"","",138
20200421,"TX","48047","","","",19,19,"","",19
20200422,"TX","48047","","","",19,19,"","",0
20200423,"TX","48047","","","",8,8,"","",-11
20200424,"TX","48047","","","",22,22,"","",14
20200425,"TX","48047","","","",20,20,"","",-2
20200426,"TX","48047","","","",20,20,"","",0
20200427,"TX","48047","","","",20,20,"","",0
20200428,"TX","48047","","","",21,21,"","",1
20200429,"TX","48047","","","",22,22,"","",1
20200430,"TX","48047","","","",23,23,"","",1
20200501,"TX","48047","","","",23,23,"","",0
20200502,"TX","48047","","","",23,23,"","",0
20200503,"TX","48047","","","",23,23,"","",0
20200504,"TX","48047","","","",24,24,"","",1
20200506,"TX","48047","","","",25,25,"","",1
20200507,"TX","48047","","","",25,25,"","",0
20200508,"TX","48047","","","",28,28,"","",3
20200509,"TX","48047","","","",28,28,"","",0
20200510,"TX","48047","","","",31,31,"","",3
20200511,"TX","48047","","","",32,32,"","",1
20200512,"TX","48047","","","",33,33,"","",1
20200513,"TX","48047","","","",33,33,"","",0
20200514,"TX","48047","","","",35,35,"","",2
20200515,"TX","48047","","","",36,36,"","",1
20200516,"TX","48047","","","",38,38,"","",2
20200517,"TX","48047","","","",38,38,"","",0
20200518,"TX","48047","","","",41,41,"","",3
20200519,"TX","48047","","","",42,42,"","",1
20200520,"TX","48047","","","",42,42,"","",0
20200521,"TX","48047","","","",45,45,"","",3
20200522,"TX","48047","","","",46,46,"","",1
20200524,"TX","48047","","","",46,46,"","",0
20200525,"TX","48047","","","",47,47,"","",1
20200526,"TX","48047","","","",47,47,"","",0
20200527,"TX","48047","","","",48,48,"","",1
20200528,"TX","48047","","","",48,48,"","",0
20200529,"TX","48047","","","",49,49,"","",1
20200530,"TX","48047","","","",49,49,"","",0
20200531,"TX","48047","","","",49,49,"","",0
20200601,"TX","48047","","","",47,47,"","",-2
20200602,"TX","48047","","","",48,48,"","",1
20200603,"TX","48047","","","",51,51,"","",3
20200604,"TX","48047","","","",58,58,"","",7
20200605,"TX","48047","","","",58,58,"","",0
20200606,"TX","48047","","","",63,63,"","",5
20200607,"TX","48047","","","",65,65,"","",2
20200608,"TX","48047","","","",62,62,"","",-3
20200609,"TX","48047","","","",66,66,"","",4
20200611,"TX","48047","","","",66,66,"","",0
20200612,"TX","48047","","","",66,66,"","",0
20200613,"TX","48047","","","",68,68,"","",2
20200614,"TX","48047","","","",69,69,"","",1
20200615,"TX","48047","","","",70,70,"","",1
20200616,"TX","48047","","","",74,74,"","",4
20200617,"TX","48047","","","",74,74,"","",0
20200618,"TX","48047","","","",92,92,"","",18
20200619,"TX","48047","","","",92,92,"","",0
20200620,"TX","48047","","","",96,96,"","",4
20200621,"TX","48047","","","",98,98,"","",2
20200622,"TX","48047","","","",111,111,"","",13
20200623,"TX","48047","","","",116,116,"","",5
20200624,"TX","48047","","","",116,116,"","",0
20200625,"TX","48047","","","",116,116,"","",0
20200626,"TX","48047","","","",132,132,"","",16
20200627,"TX","48047","","","",135,135,"","",3
20200628,"TX","48047","","","",140,140,"","",5
20200629,"TX","48047","","","",142,142,"","",2
20200630,"TX","48047","","","",144,144,"","",2
20200701,"TX","48047","","","",148,148,"","",4
20200702,"TX","48047","","","",159,159,"","",11
20200703,"TX","48047","","","",161,161,"","",2
20200704,"TX","48047","","","",166,166,"","",5
20200705,"TX","48047","","","",176,176,"","",10
20200706,"TX","48047","","","",179,179,"","",3
20200707,"TX","48047","","","",181,181,"","",2
20200421,"TX","48469","","","",862,862,"","",862
20200422,"TX","48469","","","",898,898,"","",36
20200423,"TX","48469","","","",1215,1215,"","",317
20200424,"TX","48469","","","",1104,1104,"","",-111
20200425,"TX","48469","","","",1167,1167,"","",63
20200426,"TX","48469","","","",1168,1168,"","",1
20200427,"TX","48469","","","",1237,1237,"","",69
20200428,"TX","48469","","","",1254,1254,"","",17
20200429,"TX","48469","","","",1307,1307,"","",53
20200430,"TX","48469","","","",1346,1346,"","",39
20200501,"TX","48469","","","",1344,1344,"","",-2
20200502,"TX","48469","","","",1388,1388,"","",44
20200503,"TX","48469","","","",1388,1388,"","",0
20200504,"TX","48469","","","",1424,1424,"","",36
20200506,"TX","48469","","","",1549,1549,"","",125
20200507,"TX","48469","","","",1640,1640,"","",91
20200508,"TX","48469","","","",1706,1706,"","",66
20200509,"TX","48469","","","",1832,1832,"","",126
20200510,"TX","48469","","","",1960,1960,"","",128
20200511,"TX","48469","","","",1975,1975,"","",15
20200512,"TX","48469","","","",1997,1997,"","",22
20200513,"TX","48469","","","",2040,2040,"","",43
20200514,"TX","48469","","","",2066,2066,"","",26
20200515,"TX","48469","","","",2104,2104,"","",38
20200516,"TX","48469","","","",2165,2165,"","",61
20200517,"TX","48469","","","",2167,2167,"","",2
20200518,"TX","48469","","","",2260,2260,"","",93
20200519,"TX","48469","","","",2334,2334,"","",74
20200520,"TX","48469","","","",2358,2358,"","",24
20200521,"TX","48469","","","",2414,2414,"","",56
20200522,"TX","48469","","","",2423,2423,"","",9
20200524,"TX","48469","","","",2486,2486,"","",63
20200525,"TX","48469","","","",2559,2559,"","",73
20200526,"TX","48469","","","",2615,2615,"","",56
20200527,"TX","48469","","","",2650,2650,"","",35
20200528,"TX","48469","","","",2663,2663,"","",13
20200529,"TX","48469","","","",2726,2726,"","",63
20200530,"TX","48469","","","",2757,2757,"","",31
20200531,"TX","48469","","","",2764,2764,"","",7
20200601,"TX","48469","","","",2995,2995,"","",231
20200602,"TX","48469","","","",3360,3360,"","",365
20200603,"TX","48469","","","",3592,3592,"","",232
20200604,"TX","48469","","","",2930,2930,"","",-662
20200605,"TX","48469","","","",2941,2941,"","",11
20200606,"TX","48469","","","",3060,3060,"","",119
20200607,"TX","48469","","","",3172,3172,"","",112
20200608,"TX","48469","","","",3111,3111,"","",-61
20200609,"TX","48469","","","",3223,3223,"","",112
20200611,"TX","48469","","","",3281,3281,"","",58
20200612,"TX","48469","","","",3274,3274,"","",-7
20200613,"TX","48469","","","",3297,3297,"","",23
20200614,"TX","48469","","","",3312,3312,"","",15
20200615,"TX","48469","","","",3332,3332,"","",20
20200616,"TX","48469","","","",3358,3358,"","",26
20200617,"TX","48469","","","",3393,3393,"","",35
20200618,"TX","48469","","","",3450,3450,"","",57
20200619,"TX","48469","","","",3496,3496,"","",46
20200620,"TX","48469","","","",3613,3613,"","",117
20200621,"TX","48469","","","",3648,3648,"","",35
20200622,"TX","48469","","","",3657,3657,"","",9
20200623,"TX","48469","","","",3791,3791,"","",134
20200624,"TX","48469","","","",3846,3846,"","",55
20200625,"TX","48469","","","",3855,3855,"","",9
20200626,"TX","48469","","","",3903,3903,"","",48
20200627,"TX","48469","","","",3944,3944,"","",41
20200628,"TX","48469","","","",4066,4066,"","",122
20200629,"TX","48469","","","",4206,4206,"","",140
20200630,"TX","48469","","","",4349,4349,"","",143
20200701,"TX","48469","","","",4725,4725,"","",376
20200702,"TX","48469","","","",4999,4999,"","",274
20200703,"TX","48469","","","",5406,5406,"","",407
20200704,"TX","48469","","","",5689,5689,"","",283
20200705,"TX","48469","","","",5802,5802,"","",113
20200706,"TX","48469","","","",5945,5945,"","",143
20200707,"TX","48469","","","",6110,6110,"","",165
20200421,"TX","48337","","","",54,54,"","",54
20200422,"TX","48337","","","",57,57,"","",3
20200423,"TX","48337","","","",50,50,"","",-7
20200424,"TX","48337","","","",59,59,"","",9
20200425,"TX","48337","","","",64,64,"","",5
20200426,"TX","48337","","","",64,64,"","",0
20200427,"TX","48337","","","",68,68,"","",4
20200428,"TX","48337","","","",69,69,"","",1
20200429,"TX","48337","","","",70,70,"","",1
20200430,"TX","48337","","","",72,72,"","",2
20200501,"TX","48337","","","",72,72,"","",0
20200502,"TX","48337","","","",75,75,"","",3
20200503,"TX","48337","","","",75,75,"","",0
20200504,"TX","48337","","","",75,75,"","",0
20200506,"TX","48337","","","",78,78,"","",3
20200507,"TX","48337","","","",84,84,"","",6
20200508,"TX","48337","","","",91,91,"","",7
20200509,"TX","48337","","","",101,101,"","",10
20200510,"TX","48337","","","",107,107,"","",6
20200511,"TX","48337","","","",111,111,"","",4
20200512,"TX","48337","","","",111,111,"","",0
20200513,"TX","48337","","","",115,115,"","",4
20200514,"TX","48337","","","",118,118,"","",3
20200515,"TX","48337","","","",119,119,"","",1
20200516,"TX","48337","","","",122,122,"","",3
20200517,"TX","48337","","","",123,123,"","",1
20200518,"TX","48337","","","",132,132,"","",9
20200519,"TX","48337","","","",138,138,"","",6
20200520,"TX","48337","","","",143,143,"","",5
20200521,"TX","48337","","","",147,147,"","",4
20200522,"TX","48337","","","",160,160,"","",13
20200524,"TX","48337","","","",170,170,"","",10
20200525,"TX","48337","","","",186,186,"","",16
20200526,"TX","48337","","","",201,201,"","",15
20200527,"TX","48337","","","",209,209,"","",8
20200528,"TX","48337","","","",213,213,"","",4
20200529,"TX","48337","","","",214,214,"","",1
20200530,"TX","48337","","","",214,214,"","",0
20200531,"TX","48337","","","",214,214,"","",0
20200601,"TX","48337","","","",238,238,"","",24
20200602,"TX","48337","","","",245,245,"","",7
20200603,"TX","48337","","","",248,248,"","",3
20200604,"TX","48337","","","",257,257,"","",9
20200605,"TX","48337","","","",257,257,"","",0
20200606,"TX","48337","","","",265,265,"","",8
20200607,"TX","48337","","","",280,280,"","",15
20200608,"TX","48337","","","",278,278,"","",-2
20200609,"TX","48337","","","",284,284,"","",6
20200611,"TX","48337","","","",285,285,"","",1
20200612,"TX","48337","","","",287,287,"","",2
20200613,"TX","48337","","","",289,289,"","",2
20200614,"TX","48337","","","",296,296,"","",7
20200615,"TX","48337","","","",298,298,"","",2
20200616,"TX","48337","","","",301,301,"","",3
20200617,"TX","48337","","","",303,303,"","",2
20200618,"TX","48337","","","",309,309,"","",6
20200619,"TX","48337","","","",316,316,"","",7
20200620,"TX","48337","","","",320,320,"","",4
20200621,"TX","48337","","","",323,323,"","",3
20200622,"TX","48337","","","",326,326,"","",3
20200623,"TX","48337","","","",327,327,"","",1
20200624,"TX","48337","","","",327,327,"","",0
20200625,"TX","48337","","","",328,328,"","",1
20200626,"TX","48337","","","",331,331,"","",3
20200627,"TX","48337","","","",338,338,"","",7
20200628,"TX","48337","","","",339,339,"","",1
20200629,"TX","48337","","","",343,343,"","",4
20200630,"TX","48337","","","",351,351,"","",8
20200701,"TX","48337","","","",359,359,"","",8
20200702,"TX","48337","","","",366,366,"","",7
20200703,"TX","48337","","","",372,372,"","",6
20200704,"TX","48337","","","",377,377,"","",5
20200705,"TX","48337","","","",381,381,"","",4
20200706,"TX","48337","","","",393,393,"","",12
20200707,"TX","48337","","","",404,404,"","",11
20200421,"TX","48141","","","",3929,3929,"","",3929
20200422,"TX","48141","","","",4148,4148,"","",219
20200423,"TX","48141","","","",4713,4713,"","",565
20200424,"TX","48141","","","",5165,5165,"","",452
20200425,"TX","48141","","","",5788,5788,"","",623
20200426,"TX","48141","","","",5893,5893,"","",105
20200427,"TX","48141","","","",6078,6078,"","",185
20200428,"TX","48141","","","",6285,6285,"","",207
20200429,"TX","48141","","","",6712,6712,"","",427
20200430,"TX","48141","","","",6915,6915,"","",203
20200501,"TX","48141","","","",6916,6916,"","",1
20200502,"TX","48141","","","",7207,7207,"","",291
20200503,"TX","48141","","","",7208,7208,"","",1
20200504,"TX","48141","","","",7531,7531,"","",323
20200506,"TX","48141","","","",7775,7775,"","",244
20200507,"TX","48141","","","",8271,8271,"","",496
20200508,"TX","48141","","","",9101,9101,"","",830
20200509,"TX","48141","","","",9387,9387,"","",286
20200510,"TX","48141","","","",9940,9940,"","",553
20200511,"TX","48141","","","",10015,10015,"","",75
20200512,"TX","48141","","","",11494,11494,"","",1479
20200513,"TX","48141","","","",12117,12117,"","",623
20200514,"TX","48141","","","",13416,13416,"","",1299
20200515,"TX","48141","","","",13541,13541,"","",125
20200516,"TX","48141","","","",14272,14272,"","",731
20200517,"TX","48141","","","",14903,14903,"","",631
20200518,"TX","48141","","","",15290,15290,"","",387
20200519,"TX","48141","","","",16434,16434,"","",1144
20200520,"TX","48141","","","",18179,18179,"","",1745
20200521,"TX","48141","","","",19200,19200,"","",1021
20200522,"TX","48141","","","",19967,19967,"","",767
20200524,"TX","48141","","","",21412,21412,"","",1445
20200525,"TX","48141","","","",21952,21952,"","",540
20200526,"TX","48141","","","",22587,22587,"","",635
20200527,"TX","48141","","","",23525,23525,"","",938
20200528,"TX","48141","","","",24720,24720,"","",1195
20200529,"TX","48141","","","",25473,25473,"","",753
20200530,"TX","48141","","","",26567,26567,"","",1094
20200531,"TX","48141","","","",27377,27377,"","",810
20200601,"TX","48141","","","",29179,29179,"","",1802
20200602,"TX","48141","","","",30571,30571,"","",1392
20200603,"TX","48141","","","",31487,31487,"","",916
20200604,"TX","48141","","","",32194,32194,"","",707
20200605,"TX","48141","","","",32897,32897,"","",703
20200606,"TX","48141","","","",33987,33987,"","",1090
20200607,"TX","48141","","","",35953,35953,"","",1966
20200608,"TX","48141","","","",36198,36198,"","",245
20200609,"TX","48141","","","",36902,36902,"","",704
20200611,"TX","48141","","","",37737,37737,"","",835
20200612,"TX","48141","","","",37925,37925,"","",188
20200613,"TX","48141","","","",38496,38496,"","",571
20200614,"TX","48141","","","",39272,39272,"","",776
20200615,"TX","48141","","","",40008,40008,"","",736
20200616,"TX","48141","","","",41088,41088,"","",1080
20200617,"TX","48141","","","",41732,41732,"","",644
